ref,chain_id,chain_name,name,email,city,addr_full,phone,lat,lon,website
791da9c0dc1641c3945f623de497e7e6,301855,Maharashtra Natural Gas,Highway petroleum,customercare@mngl.in,Pool Gate,Pool Gate PMC Solapur Highway,18002662696,18.507083,73.885528,https://mngl.in/
5de785f3d8b640a4914ca2bdcf8df154,301855,Maharashtra Natural Gas,Swamy Samarth Service station',customercare@mngl.in,Hadpsar,Hadpsar PMC Solapur Highway,18002662696,18.499056,73.920472,https://mngl.in/
50148c5fec144295bc42c4f169b01cc2,301855,Maharashtra Natural Gas,Tekawade Petroleum,customercare@mngl.in,Hadapsar,Hadapsar PMC Solapur Highway,18002662696,18.499222,73.949,https://mngl.in/
8c501e63bd6b4505b406ca0e4ea65438,301855,Maharashtra Natural Gas,Balaji CNG Centre,customercare@mngl.in,Hadapsar,Hadapsar PMC Solapur Highway,18002662696,18.498111,73.956417,https://mngl.in/
e827be079cba4b7999fcdaefe7c58f74,301855,Maharashtra Natural Gas,Shivaji Service Station,customercare@mngl.in,Manjari,Manjari PMC Solapur Highway,18002662696,18.498194,73.962,https://mngl.in/
4a8781bfd55c4befb53c44e614ff58a0,301855,Maharashtra Natural Gas,Urja Fuel,customercare@mngl.in,Wagholi,Wagholi PMC Ahmadnagar Highway,18002662696,18.572083,73.954806,https://mngl.in/
586b84fdb16545a292790d7b6acab36a,301855,Maharashtra Natural Gas,MNGL Shivajinagar,customercare@mngl.in,Shivajinagar,Shivajinagar PMC Shivajinagar,18002662696,18.534194,73.847639,https://mngl.in/
1ab748da6e6a4d1a82bcf466cd91c045,301855,Maharashtra Natural Gas,BP PUNE RTO,customercare@mngl.in,Shivajinagar,Shivajinagar PMC Shivajinagar,18002662696,18.529556,73.863111,https://mngl.in/
0843a4c87e8448739a236b2b6474ce01,301855,Maharashtra Natural Gas,Sangoi Service station,customercare@mngl.in,Shivajinagar,Shivajinagar PMC Shivajinagar,18002662696,18.530667,73.847167,https://mngl.in/
7985da5a4f9e43f59e18f422d1477fe2,301855,Maharashtra Natural Gas,Deshmukh Petroleum,customercare@mngl.in,Satara Road,Satara Road PMC Swargate Area,18002662696,18.488611,73.857194,https://mngl.in/
7ec1aa8f0f304f90a9c985e4a6b12f2d,301855,Maharashtra Natural Gas,Sarswati Petroleum,customercare@mngl.in,Swargate,Swargate PMC Swargate Area,18002662696,18.500278,73.866,https://mngl.in/
1b4c001c745344a0a5a4648b31c7a817,301855,Maharashtra Natural Gas,COCO Mukundnagar,customercare@mngl.in,Mukundnagar,Mukundnagar PMC Swargate Area,18002662696,18.495917,73.869194,https://mngl.in/
0c21d618613a462ca62aadd8dc397479,301855,Maharashtra Natural Gas,Jyoti Petroleum,customercare@mngl.in,Sinhgad Road,Sinhgad Road PMC Sinhgad Road,18002662696,18.49225,73.834056,https://mngl.in/
f5ac8abf4e5f443cb733df89fb53f109,301855,Maharashtra Natural Gas,Mitali Service Station,customercare@mngl.in,Sinhgad Road,Sinhgad Road PMC Sinhgad Road,18002662696,18.482556,73.82675,https://mngl.in/
b717ff052889479b80fed9e1ba66058f,301855,Maharashtra Natural Gas,Shri Sai Petroleum,customercare@mngl.in,Lohegaon,Lohegaon PMC Lohegaon,18002662696,18.590111,73.956306,https://mngl.in/
e1895f7978234ecca89927e1e3bb46d4,301855,Maharashtra Natural Gas,Mauli Petroleum,customercare@mngl.in,Lohegaon,Lohegaon PMC Lohegaon,18002662696,18.612556,73.940694,https://mngl.in/
d80eb12bdf1b49258dfc0b29ff8a577b,301855,Maharashtra Natural Gas,Gaikwad CNG,customercare@mngl.in,Mundhwa,Mundhwa PMC Mundhwa,18002662696,18.533583,73.914889,https://mngl.in/
12ad9835f75c4ca4ba1d32441c500f9c,301855,Maharashtra Natural Gas,Lonkar  CNG Station,customercare@mngl.in,Mundhwa,Mundhwa PMC Mundhwa,18002662696,18.53225,73.932111,https://mngl.in/
09ba72e17cf44963b47729cf3cda440f,301855,Maharashtra Natural Gas,Rathi CNG station,customercare@mngl.in,Katraj,Katraj PMC Katraj,18002662696,18.45425,73.8535,https://mngl.in/
db59733cf6994f42a5b673e6a804e8bf,301855,Maharashtra Natural Gas,S Square CNG service station,customercare@mngl.in,Dhankavadi,Dhankavadi PMC Katraj,18002662696,18.468361,73.851944,https://mngl.in/
74a5655d611b4a5e9acc70b90606767e,301855,Maharashtra Natural Gas,Vitthal Petroleum,customercare@mngl.in,Fursungi,Fursungi PMC Undri-Pisoli Road,18002662696,18.481,73.954861,https://mngl.in/
54516a3e2f06494cb675d37b4994557d,301855,Maharashtra Natural Gas,Tilakraj CNG Station,customercare@mngl.in,Undri,Undri PMC Undri-Pisoli Road,18002662696,18.464306,73.952611,https://mngl.in/
cfb815f741624ba6abb483470291066a,301855,Maharashtra Natural Gas,Dharmavat Petroleum,customercare@mngl.in,Pisoli,Pisoli PMC Undri-Pisoli Road,18002662696,18.448917,73.904389,https://mngl.in/
c476c2d216f54ec39462955283dc043e,301855,Maharashtra Natural Gas,Sheetal Petroleum,customercare@mngl.in,Kondhwa,Kondhwa PMC Kondhwa,18002662696,18.469111,73.888806,https://mngl.in/
7d2aadf0211547b79568f4e00b224058,301855,Maharashtra Natural Gas,Ishwar Service Station,customercare@mngl.in,Lullanagar,Lullanagar PMC Kondhwa,18002662696,18.484167,73.884167,https://mngl.in/
4fd47483a3c241d49815e75416ba40c1,301855,Maharashtra Natural Gas,Vighnaharta CNG Filling Station,customercare@mngl.in,Akurdi,Akurdi PCMC Nigadi- Bhosari Road,18002662696,18.663111,73.789278,https://mngl.in/
d746278f17e847348b1e0b317a60372c,301855,Maharashtra Natural Gas,Afexco Petroleum,customercare@mngl.in,Pimpri,Pimpri PCMC Nigadi- Bhosari Road,18002662696,18.641778,73.822528,https://mngl.in/
f339dc7049e34bb983b09fe0f650aa7a,301855,Maharashtra Natural Gas,MNGL MS,customercare@mngl.in,Chikhali,Chikhali PCMC Chikhali,18002662696,18.664028,73.8265,https://mngl.in/
35aca38d6aca4f349de70f49b9289fb4,301855,Maharashtra Natural Gas,Bhosale CNG Pump,customercare@mngl.in,Chikhali,Chikhali PCMC Chikhali,18002662696,18.662,73.812056,https://mngl.in/
223b25d6e8514fe6a668239cdc1aaf8e,301855,Maharashtra Natural Gas,Regal,customercare@mngl.in,Alandi Moshi Road,Alandi Moshi Road PCMC Chikhali,18002662696,18.682444,73.826,https://mngl.in/
14c0f62c5b95487ca3cd2db5862081bc,301855,Maharashtra Natural Gas,Bahirat Patil CNG Station,customercare@mngl.in,Ravet,Ravet PCMC Ravet,18002662696,18.64675,73.742167,https://mngl.in/
8267aee8d414425ab171cd6d3a4579fa,301855,Maharashtra Natural Gas,Nrusinha Petroleum,customercare@mngl.in,Ravet,Ravet PCMC Ravet,18002662696,18.624389,73.758167,https://mngl.in/
50f54070a4e2456d8a49f0797bc59ea7,301855,Maharashtra Natural Gas,Shiv Parvati petroleum,customercare@mngl.in,Dange Chowk,Dange Chowk PCMC Ravet,18002662696,18.61275,73.765944,https://mngl.in/
86cb8ea039374299bc0ed88d96795763,301855,Maharashtra Natural Gas,Samarth Service Station,customercare@mngl.in,Hinjewadi,Hinjewadi PCMC Hinjewadi,18002662696,18.590639,73.74725,https://mngl.in/
e54e476787d2477189873f6338fb674c,301855,Maharashtra Natural Gas,Rajlaxmi Petrohub,customercare@mngl.in,Hinjewadi,Hinjewadi PCMC Hinjewadi,18002662696,18.594639,73.729361,https://mngl.in/
ba1bd88285d040e8b1bb829efcc1a2de,301855,Maharashtra Natural Gas,Vimal CNG,customercare@mngl.in,Wakad,Wakad PCMC Hinjewadi,18002662696,18.60325,73.746917,https://mngl.in/
5e075fc09f8a47b3a6da37865cdf0432,301855,Maharashtra Natural Gas,Rajmudra Petroleum,customercare@mngl.in,Marunje,Marunje PCMC Hinjewadi,18002662696,18.612667,73.717333,https://mngl.in/
0e2745d7e6404c3d8f6bd4237f729186,301855,Maharashtra Natural Gas,Jadhav Patil Petroleum,customercare@mngl.in,Nere Dattawadi,Nere Dattawadi PCMC Hinjewadi,18002662696,18.617917,73.707778,https://mngl.in/
a1c16b951c054d949616af23013eb83f,301855,Maharashtra Natural Gas,BD Petroleum,customercare@mngl.in,Bhose,Bhose PCMC Talegaon -Chakan Highway,18002662696,18.740222,73.906917,https://mngl.in/
6fdcb4863b9d47d88c8e2ce00cb358ae,301855,Maharashtra Natural Gas,Shree Swamy Samarth Auto Center,customercare@mngl.in,CHakan,CHakan PCMC Talegaon -Chakan Highway,18002662696,18.759444,73.83625,https://mngl.in/
ee79aa9b5d164c0b89d7cff16bf881cd,301855,Maharashtra Natural Gas,Mahadevi Petrol depot,customercare@mngl.in,Chakan,Chakan PCMC Talegaon -Chakan Highway,18002662696,18.759111,73.828778,https://mngl.in/
c87a4a3618e74830807c17ca0b783a53,301855,Maharashtra Natural Gas,Bhama Petroleum,customercare@mngl.in,Chakan,Chakan PCMC Talegaon -Chakan Highway,18002662696,18.76675,73.855861,https://mngl.in/
14955fc79d0c459996a2378626d7dee9,301855,Maharashtra Natural Gas,Shubham Petrol Depot,customercare@mngl.in,Chakan,Chakan PCMC Talegaon -Chakan Highway,18002662696,18.754056,73.80025,https://mngl.in/
89367235f7c44824b11c50858d966b9f,301855,Maharashtra Natural Gas,Harekrishna Petroleum,customercare@mngl.in,Indori,Indori PCMC Talegaon -Chakan Highway,18002662696,18.74,73.745333,https://mngl.in/
ecd17f184fb14c45895dd8077c8d84a0,301855,Maharashtra Natural Gas,Balaji Enterprise,customercare@mngl.in,Talegaon,Talegaon PCMC Talegaon,18002662696,18.733694,73.6525,https://mngl.in/
026ae852ed6c4717b42897bb197e0e0f,301855,Maharashtra Natural Gas,Khandge Service Station,customercare@mngl.in,Talegaon,Talegaon PCMC Talegaon,18002662696,18.724306,73.681806,https://mngl.in/
80171dd2ef93412fadcf2be345242504,301855,Maharashtra Natural Gas,Sai Samartha,customercare@mngl.in,Sangvi,Sangvi PCMC Pimple Saudgar,18002662696,18.569556,73.817306,https://mngl.in/
258fd44970224c7aafd9625c3c460e85,301855,Maharashtra Natural Gas,Om Sai Ram Fuel Centre,customercare@mngl.in,Pimple Saudagar,Pimple Saudagar PCMC Pimple Saudgar,18002662696,18.592194,73.803389,https://mngl.in/
cc80ecf4f3f245678fb2ba9495ce22a7,301855,Maharashtra Natural Gas,jagtap Patil Petroleum,customercare@mngl.in,Pimple Gurav,Pimple Gurav PCMC Pimple Saudgar,18002662696,18.597083,73.812361,https://mngl.in/
91f1df7c2e554d4690e3c0406109ddb8,301855,Maharashtra Natural Gas,Yuvansh Gas station,customercare@mngl.in,Narhe,Narhe PMC Narhe,18002662696,18.447556,73.820556,https://mngl.in/
5bc813c6566a40cabc5f622933c552ef,301855,Maharashtra Natural Gas,Jai Guru petroleum,customercare@mngl.in,Nigoje,Nigoje PCMC Nigoje,18002662696,18.712806,73.797722,https://mngl.in/
9d24b905cd9c449e93c8d124dcd66fa5,301855,Maharashtra Natural Gas,MauliKrupa Enterprise (DODO),customercare@mngl.in,Moshi,Moshi PCMC Moshi Alandi Road,18002662696,18.6140007,73.7495616,https://mngl.in/
9c4a0b9deaa04221afac6f46d75cd066,301855,Maharashtra Natural Gas,Shripati CNG,customercare@mngl.in,Pimple Nilakh,Pimple Nilakh PCMC Pimple Nilakh Road,18002662696,18.5667556,73.7902924,https://mngl.in/
d5375dc17dae4db9997deeef2a876b57,301855,Maharashtra Natural Gas,Magar Fuel Station,customercare@mngl.in,Sasanenagar,Sasanenagar PMC Sasanenagar Hadapsar Road,18002662696,18.4881215,73.9300686,https://mngl.in/
aff244c83ef245bdaf73a5a6decdcd26,301855,Maharashtra Natural Gas,Maruti Petroleum,customercare@mngl.in,Chakan,Chakan PCMC Bhamboli- Chakan MIDC Road,18002662696,18.7873217,73.7849315,https://mngl.in/
1173d197923f4f698a57e0ffae0c19e7,301855,Maharashtra Natural Gas,BP Police Welfare,customercare@mngl.in,Baner,Baner PCMC Baner Road,18002662696,18.5437178,73.8222989,https://mngl.in/
fd8d031746ee4bc49f44aee6257eb200,301855,Maharashtra Natural Gas,Sant Tukaram Petroleum,customercare@mngl.in,Moshi,Moshi PCMC Dehu Moshi Road,18002662696,18.7084903,73.7792817,https://mngl.in/
c59619477c2b4dab83d60d1ed320d52d,301855,Maharashtra Natural Gas,Gawade Patil Petroleum,customercare@mngl.in,Alandi,Alandi PCMC Alandi Markal Road,18002662696,18.6696772,73.9186125,https://mngl.in/
84bd2e1721eb4dae9e39f4eef3a1ea1e,301855,Maharashtra Natural Gas,Mahalaxmi petroleum,customercare@mngl.in,Talegaon,Talegaon PCMC Talegaon MIDC Road,18002662696,18.7329858,73.6675582,https://mngl.in/
643da5f7b0424ca781ff3f85f681180a,301855,Maharashtra Natural Gas,Venketshwara Petroleum,customercare@mngl.in,Kharadi,Kharadi PMC Mundhwa Kharadi Road,18002662696,18.5609887,73.9363373,https://mngl.in/
d6dc85d219b5481a8e7294b93d670b8a,301855,Maharashtra Natural Gas,Gaikwad Petroleum,customercare@mngl.in,Chimbli,Chimbli PCMC Pune - Nasik Highway,18002662696,18.7036592,73.8461622,https://mngl.in/
8e6f1797fb024895bb57904995fbc848,301855,Maharashtra Natural Gas,MNGL - Ganesh Enterprises CNG,customercare@mngl.in,KK Market,KK Market PMC KK Market Road,18002662696,18.46869155337911, 73.85926186633775,https://mngl.in/
806f048645834e02bbb622d2d6857bad,301855,Maharashtra Natural Gas,MNGL - Radhai CNG,customercare@mngl.in,Chimbli,Chimbli PCMC Pune - Nashik Road,18002662696,18.70084402180985, 73.84772709272683,https://mngl.in/
c23a1e6c5c124e058a1de5a812035a51,301855,Maharashtra Natural Gas,MNGL - Dattaguru CNG,customercare@mngl.in,Kuruli,Kuruli PCMC Pune - Nashik Road,18002662696,18.721895626280954, 73.85205219146955,https://mngl.in/
bb239dbebe004e6ba9dd5239406fe0f9,301855,Maharashtra Natural Gas,MNGL - Kamthe Patil CNG,customercare@mngl.in,Yewalewadi,Yewalewadi PMC Yewalewadi raod,18002662696,18.442268422554715, 73.89408148479119,https://mngl.in/
c321fd8847144258a0946f311b37045b,301855,Maharashtra Natural Gas,Jay Ganesh Petro Station,customercare@mngl.in,Handewadi,Handewadi PMC PMC,18002662696,18.458847049385916, 73.93364420965248,https://mngl.in/
f01bfdc37e16411895a6330515837106,301855,Maharashtra Natural Gas,Sathe Petroleum,customercare@mngl.in,Lohegaon,Lohegaon PMC Dhanori - Lohegaon Road,18002662696,18.597518728925028, 73.91343028657569,https://mngl.in/
87a502ae387942acbf342dc2f3299514,301855,Maharashtra Natural Gas,Tuljabhavani petroleum,customercare@mngl.in,Moshi alandi Road,Moshi alandi Road PCMC Dehu - Alandi Road,18002662696,18.67475239580168, 73.88298713131677,https://mngl.in/
6ce5794a0d7b460b85daea5f8e4f5d2e,301855,Maharashtra Natural Gas,Gundhare Patil Petroleum,customercare@mngl.in,Alandi Markal Road,Alandi Markal Road PCMC Alandi - Markal Road,18002662696,18.673438411009943, 73.91016985084718,https://mngl.in/
d5454a07ae044ebcbc86e2a9f333cdcc,301855,Maharashtra Natural Gas,Laxmi Petroleum,customercare@mngl.in,Maan,Maan PCMC Maan Road,18002662696,18.578079538619534, 73.71609227367856,https://mngl.in/
b40740a4f73c44d3aa1c43eba85d8831,301855,Maharashtra Natural Gas,Shitole Petroleum,customercare@mngl.in,Navi Sangvi,Navi Sangvi PCMC Pushpa Park Road,18002662696,18.57880743728513, 73.81511812334732,https://mngl.in/
ea47999a73184590b85e37645390c93e,301855,Maharashtra Natural Gas,Shri Nageshwar Petroleum,customercare@mngl.in,Moshi,Moshi PCMC Dehu - Alandi Road,18002662696,18.67949746285628, 73.83688834502316,https://mngl.in/
1f10c3ebc6f540089d2a55ced75abb16,301855,Maharashtra Natural Gas,Rahee Petroleum,customercare@mngl.in,Solu,Solu PCMC Alandi - Markal Road,18002662696,18.666480375028893, 73.94065847306972,https://mngl.in/
f4f11ba5cc9f4652891ca4cd73f82915,301855,Maharashtra Natural Gas,Mahalaxmi Energy Services,customercare@mngl.in,Ravet,Ravet PCMC Mumbai - Satara Highway,18002662696,18.653765998281614, 73.73357289894562,https://mngl.in/
